2002 10 22 date incorporated - used by code to verify proper file is used
#
# This data, together with the fits generated by Nick Abel,
# constitute the UTA inner shell treatment in the code.
# This data file is based on files provided by Ehud Behar,
# and was originally published in
# >>refer	Fe	inner shell	Behar, E., Sako, M, Kahn, S.M., 
# >>refercon	2001, ApJ, 563, 497-504
# the fits were based on the paper
# >>refer	Fe	inner shell	Behar, E., & Netzer, H., 2002, ApJ, 570, 165-170
#
# all lines starting with # are comments and are ignored
# data are tab delimited
# these are all Fe lines - ion is stage of ionization, 0 is atom
#
# for atomic iron the statistical weights are given, since they were included
# in the original data file from Ehud.  These are zero in all other stages of
# ionization since they were not provided
#
# the last number is the absorption oscillator strength
#
#ion	g(u)	g(l)	wl	A	A/(A+A^a)	f
6	0	0	17.2627	1.4640E+09	1.1582E-05	6.5420E-05
6	0	0	17.0866	1.2360E+09	7.0871E-06	5.4120E-05
6	0	0	17.1573	1.8290E+09	1.3187E-05	4.8420E-05
6	0	0	17.1305	3.2140E+08	2.0239E-06	1.9800E-05
6	0	0	16.6339	2.0860E+08	1.0927E-06	1.2110E-05
6	0	0	17.2304	2.5300E+08	1.7643E-06	1.1260E-05
6	0	0	16.9101	1.2800E+08	5.3311E-07	7.6840E-06
6	0	0	17.2669	2.0490E+06	1.5701E-08	1.2820E-07
7	0	0	16.6576	8.7220E+12	3.8830E-02	3.6300E-01
7	0	0	16.9174	3.8550E+12	1.9164E-02	2.4810E-01
7	0	0	16.7971	3.2730E+12	1.9602E-02	2.0770E-01
7	0	0	16.6328	4.1780E+12	1.9291E-02	1.7320E-01
7	0	0	16.8888	6.5900E+12	3.9725E-02	1.4090E-01
7	0	0	16.9612	1.9130E+12	8.5169E-03	1.2380E-01
7	0	0	16.7698	1.7430E+12	9.3487E-03	1.1030E-01
7	0	0	16.6894	5.1400E+12	3.5537E-02	1.0730E-01
7	0	0	16.9620	2.3230E+12	2.1973E-02	1.0020E-01
7	0	0	16.5526	3.0140E+12	2.2390E-02	6.1900E-02
7	0	0	16.7629	8.7620E+11	1.0095E-02	3.6920E-02
7	0	0	17.0435	4.4900E+11	4.4042E-03	1.9560E-02
7	0	0	17.0107	4.0280E+11	4.5201E-03	1.7470E-02
7	0	0	17.0678	3.6780E+11	3.9087E-03	1.6060E-02
7	0	0	17.0133	2.1880E+11	1.9997E-03	1.4240E-02
7	0	0	16.8353	2.6880E+11	2.1578E-03	1.1410E-02
7	0	0	17.0611	1.3140E+11	1.3936E-03	8.6050E-03
7	0	0	16.6730	8.8650E+10	4.3867E-04	5.5420E-03
7	0	0	16.7350	5.5200E+10	7.2332E-04	2.3180E-03
7	0	0	17.0077	9.5200E+10	1.0928E-03	2.0640E-03
7	0	0	16.7304	3.1830E+10	4.0854E-04	2.0040E-03
7	0	0	17.0713	2.2970E+10	2.2339E-04	1.5050E-03
7	0	0	16.9189	1.9320E+10	1.8432E-04	8.2900E-04
7	0	0	17.1432	1.8650E+10	1.8299E-04	8.2150E-04
7	0	0	16.7431	2.6960E+10	3.4262E-04	5.6670E-04
7	0	0	17.1474	2.2230E+10	2.2027E-04	4.9000E-04
7	0	0	17.0356	8.6000E+09	9.7618E-05	1.8710E-04
7	0	0	17.1364	1.1880E+09	1.1500E-05	7.8420E-05
7	0	0	17.0912	9.3650E+08	1.0073E-05	6.1530E-05
8	0	0	16.5096	1.1530E+13	6.2892E-02	1.4130E+00
8	0	0	16.7729	5.3500E+12	5.2751E-02	6.7710E-01
8	0	0	16.9388	8.2630E+10	1.3186E-03	1.0660E-02
9	0	0	16.3404	6.6350E+12	4.4580E-02	3.9820E-01
9	0	0	16.3367	9.0400E+12	4.5395E-02	3.6180E-01
9	0	0	16.3043	9.1450E+12	4.3978E-02	1.8220E-01
9	0	0	16.5784	2.4270E+12	2.4660E-02	1.5000E-01
9	0	0	16.5978	2.9950E+12	2.9096E-02	1.2370E-01
9	0	0	16.4035	1.6680E+12	1.9969E-02	1.0100E-01
9	0	0	16.2152	1.5540E+12	4.2258E-02	9.1900E-02
9	0	0	16.2486	2.1780E+12	1.4951E-02	8.6220E-02
9	0	0	16.4328	4.1000E+12	1.0716E-01	8.3000E-02
9	0	0	16.5552	1.2670E+12	1.5689E-02	7.8100E-02
9	0	0	16.4252	1.2000E+12	1.8276E-02	7.2800E-02
9	0	0	16.4891	1.4810E+12	1.6988E-02	6.0370E-02
9	0	0	16.3614	1.4870E+12	1.2170E-02	5.9670E-02
9	0	0	16.3967	8.5420E+11	1.2548E-02	5.1650E-02
9	0	0	16.6820	7.9680E+11	2.5226E-02	4.9880E-02
9	0	0	16.2705	2.0700E+12	1.1837E-02	4.1080E-02
9	0	0	14.9122	2.3980E+12	7.6786E-03	3.9970E-02
9	0	0	16.7049	6.1650E+11	9.5661E-03	3.8680E-02
9	0	0	16.2482	6.0980E+11	6.8610E-03	3.6200E-02
9	0	0	16.6407	1.5240E+12	2.2270E-02	3.1650E-02
9	0	0	16.5806	1.0110E+12	1.5994E-02	2.0830E-02
9	0	0	16.5419	3.7350E+11	5.8374E-03	1.5330E-02
9	0	0	16.5154	2.1320E+11	6.5735E-03	1.3080E-02
9	0	0	16.7618	4.7630E+11	3.4030E-02	1.0030E-02
9	0	0	16.5330	4.5310E+11	5.5491E-03	9.2850E-03
9	0	0	16.6413	1.4560E+11	4.2086E-03	9.0650E-03
9	0	0	15.9871	3.9880E+11	3.2905E-03	7.6400E-03
9	0	0	15.9696	1.7760E+11	3.1302E-03	6.7900E-03
9	0	0	16.8366	3.0750E+11	4.0672E-02	6.5350E-03
9	0	0	16.8654	9.0320E+10	1.7249E-02	5.7770E-03
9	0	0	16.8324	1.3300E+11	1.8411E-02	5.6500E-03
9	0	0	16.5182	9.0970E+10	5.3352E-03	5.5820E-03
9	0	0	16.4199	1.2230E+11	2.1757E-03	4.9450E-03
9	0	0	16.6227	1.1420E+11	1.6330E-03	4.7300E-03
9	0	0	16.8885	6.8450E+10	2.3846E-02	4.3900E-03
9	0	0	16.7112	1.0100E+11	2.3038E-03	4.2300E-03
9	0	0	16.2100	6.7080E+10	1.5878E-03	2.6420E-03
9	0	0	16.7843	1.1420E+11	2.4208E-03	2.4120E-03
9	0	0	16.6568	5.7750E+10	1.4083E-03	2.4020E-03
9	0	0	16.5355	5.4950E+10	1.3310E-03	2.2530E-03
9	0	0	16.8119	3.2530E+10	3.1331E-03	2.0680E-03
9	0	0	16.7609	2.1800E+10	3.1393E-04	1.3770E-03
9	0	0	16.9344	1.7880E+10	1.5909E-02	7.6850E-04
9	0	0	16.6666	6.6700E+09	2.4240E-04	4.1680E-04
9	0	0	16.8829	3.8780E+09	7.8330E-04	1.6570E-04
9	0	0	16.6910	1.5120E+09	2.8340E-05	6.3180E-05
9	0	0	16.7723	6.1980E+08	1.0392E-05	2.6150E-05
9	0	0	16.6953	2.0840E+08	2.3511E-06	4.3550E-06
10	0	0	16.1323	6.2540E+12	5.8638E-02	3.4160E-01
10	0	0	16.2359	3.7410E+12	3.6288E-02	2.0700E-01
10	0	0	16.1655	4.3800E+12	3.1335E-02	1.7160E-01
10	0	0	16.1357	3.7220E+12	5.0964E-02	1.4530E-01
10	0	0	16.4319	2.4800E+12	3.6492E-02	1.4060E-01
10	0	0	16.1631	5.8670E+12	4.0752E-02	1.3780E-01
10	0	0	16.1286	5.6800E+12	2.9586E-02	1.3290E-01
10	0	0	16.1755	2.0240E+12	1.8429E-02	7.9400E-02
10	0	0	16.1731	1.2000E+12	1.8100E-02	6.5900E-02
10	0	0	14.7586	1.8710E+12	6.9587E-03	6.1080E-02
10	0	0	16.2265	1.4360E+12	1.8916E-02	5.6680E-02
10	0	0	16.0279	1.0490E+12	1.4307E-02	5.6580E-02
10	0	0	16.2676	1.2180E+12	2.0280E-02	4.8340E-02
10	0	0	16.2844	8.5930E+11	1.1259E-02	4.7820E-02
10	0	0	16.3381	1.0440E+12	3.2318E-02	4.1800E-02
10	0	0	15.8147	1.0250E+12	8.1853E-03	3.8420E-02
10	0	0	16.3663	6.3890E+11	1.4271E-02	3.5920E-02
10	0	0	16.2055	1.3670E+12	1.5193E-02	3.2280E-02
10	0	0	16.4176	7.8380E+11	1.3017E-02	3.1680E-02
10	0	0	16.0746	1.2520E+12	9.7015E-03	2.9100E-02
10	0	0	16.4813	6.4840E+11	1.0069E-02	2.6400E-02
10	0	0	16.6119	4.5440E+11	5.5972E-02	2.6320E-02
10	0	0	15.9710	4.7530E+11	6.1246E-03	2.5440E-02
10	0	0	16.4049	5.8540E+11	5.4616E-03	2.3620E-02
10	0	0	14.7402	1.1710E+12	4.4177E-03	2.2900E-02
10	0	0	16.2718	3.5590E+11	1.5051E-02	1.9780E-02
10	0	0	16.5087	7.7030E+11	3.3188E-02	1.8890E-02
10	0	0	16.4536	7.7500E+11	1.9039E-02	1.8870E-02
10	0	0	16.1274	4.8400E+11	4.1023E-03	1.8870E-02
10	0	0	16.1391	7.7600E+11	6.4304E-03	1.8180E-02
10	0	0	16.3018	3.1600E+11	3.0915E-03	1.7630E-02
10	0	0	16.0393	7.1270E+11	7.3298E-03	1.6490E-02
10	0	0	16.0959	4.2160E+11	3.2983E-03	1.6380E-02
10	0	0	16.2513	2.7540E+11	3.6139E-03	1.5270E-02
10	0	0	16.3823	2.4630E+11	7.3137E-03	1.3870E-02
10	0	0	16.5722	3.2680E+11	2.9799E-02	1.3450E-02
10	0	0	16.2039	3.1960E+11	3.5002E-03	1.2580E-02
10	0	0	16.2593	5.1300E+11	5.9858E-03	1.2200E-02
10	0	0	16.1941	2.0470E+11	6.3760E-03	1.1270E-02
10	0	0	16.0719	2.7900E+11	3.0189E-03	1.0810E-02
10	0	0	16.3208	4.4130E+11	2.0122E-02	1.0570E-02
10	0	0	16.3945	4.3500E+11	1.9050E-02	1.0520E-02
10	0	0	16.3422	1.8160E+11	3.7373E-03	1.0180E-02
10	0	0	16.6698	2.4360E+11	6.3099E-02	1.0150E-02
10	0	0	16.5626	1.5340E+11	1.2076E-02	8.8360E-03
10	0	0	16.2069	3.6670E+11	4.7441E-03	8.6640E-03
10	0	0	16.0178	1.5860E+11	2.5540E-03	8.5400E-03
10	0	0	16.1767	3.2550E+11	2.3548E-03	7.6620E-03
10	0	0	16.0199	1.9510E+11	2.3261E-03	7.5060E-03
10	0	0	16.4489	1.8370E+11	2.9723E-03	7.4520E-03
10	0	0	16.5661	1.2500E+11	1.0688E-02	7.2020E-03
10	0	0	15.9798	1.2840E+11	1.6097E-03	6.8800E-03
10	0	0	16.0237	1.7650E+11	2.6146E-03	6.7960E-03
10	0	0	16.4986	1.6480E+11	1.1692E-02	6.7240E-03
10	0	0	16.3878	1.5880E+11	3.6199E-03	6.3940E-03
10	0	0	16.5499	2.2760E+11	1.1115E-02	5.6080E-03
10	0	0	16.5692	1.3170E+11	1.5297E-02	5.4200E-03
10	0	0	16.4910	8.4500E+10	3.7201E-03	4.8240E-03
10	0	0	16.5863	1.1630E+11	1.0903E-02	4.7960E-03
10	0	0	16.2620	1.1470E+11	1.5426E-03	4.5480E-03
10	0	0	15.9795	1.1470E+11	1.2395E-03	4.3900E-03
10	0	0	16.1553	7.7730E+10	1.0241E-03	4.2580E-03
10	0	0	16.0479	1.0420E+11	8.3759E-04	4.0240E-03
10	0	0	16.3138	1.0060E+11	4.7995E-03	4.0120E-03
10	0	0	16.6099	9.6380E+10	9.3606E-03	3.9860E-03
10	0	0	16.3158	6.8640E+10	1.2070E-03	3.8360E-03
10	0	0	15.8320	1.6250E+11	1.5616E-03	3.6640E-03
10	0	0	15.8485	1.5370E+11	1.0835E-03	3.4740E-03
10	0	0	16.5270	1.2950E+11	4.8466E-03	3.1820E-03
10	0	0	16.4265	1.2540E+11	3.4925E-03	3.0420E-03
10	0	0	16.3618	1.1460E+11	1.8396E-03	2.7600E-03
10	0	0	16.5966	4.4590E+10	4.4041E-03	2.5780E-03
10	0	0	16.6455	9.0370E+10	3.0895E-03	2.2520E-03
10	0	0	16.4505	3.4700E+10	3.9385E-04	1.9710E-03
10	0	0	16.6992	3.3130E+10	7.2067E-03	1.9390E-03
10	0	0	16.7641	3.2300E+10	5.7782E-02	1.9050E-03
10	0	0	16.5362	4.0280E+10	1.1595E-03	1.6510E-03
10	0	0	16.0646	2.9710E+10	2.8153E-04	1.6100E-03
10	0	0	16.9602	3.6040E+10	1.2064E-04	1.5540E-03
10	0	0	16.1196	6.5830E+10	4.7784E-04	1.5390E-03
10	0	0	16.6080	2.5690E+10	3.4652E-03	1.4870E-03
10	0	0	16.5800	2.4670E+10	3.4689E-03	1.4230E-03
10	0	0	16.6908	5.1030E+10	1.8774E-03	1.2790E-03
10	0	0	16.5272	3.1080E+10	5.1151E-03	1.2730E-03
10	0	0	16.5187	2.2110E+10	1.2214E-03	1.2670E-03
10	0	0	16.9225	4.3830E+10	1.4825E-04	1.1290E-03
10	0	0	16.0125	2.6020E+10	3.5293E-04	1.0000E-03
10	0	0	16.3876	1.7590E+10	4.5280E-04	9.9120E-04
10	0	0	15.7680	1.8170E+10	2.4289E-04	9.4820E-04
10	0	0	16.7742	2.2120E+10	3.5751E-02	9.3300E-04
10	0	0	16.1902	1.8280E+10	1.7574E-04	7.1820E-04
10	0	0	16.5752	2.2990E+10	2.5919E-03	5.6820E-04
10	0	0	16.3500	1.3950E+10	3.2697E-04	5.5920E-04
10	0	0	15.8018	1.4830E+10	1.5361E-04	5.5500E-04
10	0	0	16.6595	2.1620E+10	9.1062E-05	5.3980E-04
10	0	0	16.0995	9.8200E+09	7.0289E-05	5.3420E-04
10	0	0	15.8514	9.1280E+09	3.5436E-04	3.4400E-04
10	0	0	15.9097	9.4370E+09	9.3985E-05	2.1480E-04
10	0	0	16.7336	3.7880E+09	3.0504E-03	1.5900E-04
10	0	0	16.6290	3.4540E+09	7.1713E-04	1.4320E-04
10	0	0	15.6877	6.4100E+09	5.5160E-05	1.4190E-04
10	0	0	15.9669	5.9230E+09	4.2579E-05	1.3580E-04
10	0	0	16.6814	2.6120E+09	4.9483E-04	1.0900E-04
10	0	0	16.2920	4.5070E+09	4.3004E-05	1.0760E-04
10	0	0	16.4968	3.9630E+09	8.9572E-05	9.7020E-05
10	0	0	16.6089	3.8630E+09	4.0909E-04	9.5900E-05
10	0	0	16.5376	1.4770E+09	3.5962E-05	8.4760E-05
10	0	0	16.7367	9.0390E+08	1.0337E-03	5.3140E-05
10	0	0	16.7673	2.0040E+09	5.3972E-03	5.0680E-05
10	0	0	15.8704	1.8300E+09	1.5224E-05	4.1460E-05
10	0	0	16.7310	1.3090E+09	7.4701E-04	3.2960E-05
10	0	0	16.6375	7.5000E+08	1.3184E-04	3.1120E-05
10	0	0	16.2852	4.5960E+08	2.1638E-05	1.8270E-05
10	0	0	16.4198	4.5270E+08	1.4698E-05	1.0980E-05
10	0	0	16.0572	3.1000E+08	2.1003E-06	7.1920E-06
10	0	0	16.3699	1.2460E+08	4.9562E-06	5.0060E-06
10	0	0	16.5525	4.8840E+07	3.0563E-06	2.8080E-06
10	0	0	14.6843	8.2670E+07	2.7465E-07	1.6040E-06
11	0	0	15.9630	8.4600E+12	6.2778E-02	3.2320E-01
11	0	0	15.9697	3.6500E+12	3.3969E-02	2.0930E-01
11	0	0	15.9017	3.0500E+12	2.9201E-02	1.7350E-01
11	0	0	16.0935	4.1250E+12	4.9104E-02	1.6010E-01
11	0	0	15.9768	6.9900E+12	3.3463E-02	1.3380E-01
11	0	0	16.1476	1.6410E+12	4.0279E-02	9.6200E-02
11	0	0	15.9624	1.6280E+12	3.0724E-02	9.3250E-02
11	0	0	16.3352	1.5020E+12	8.1445E-02	9.0150E-02
11	0	0	16.1045	1.3090E+12	1.7154E-02	7.6350E-02
11	0	0	16.0484	3.8810E+12	4.3401E-02	7.4930E-02
11	0	0	14.6034	1.3740E+12	6.1319E-03	6.5900E-02
11	0	0	16.3570	1.2280E+12	6.2723E-02	4.9270E-02
11	0	0	16.0212	1.2730E+12	1.6095E-02	4.8970E-02
11	0	0	14.5820	1.4030E+12	6.2382E-03	4.4730E-02
11	0	0	15.9782	7.7120E+11	9.6822E-03	4.4280E-02
11	0	0	16.0136	2.2400E+12	3.5066E-02	4.3050E-02
11	0	0	15.9505	7.0400E+11	5.7656E-03	4.0270E-02
11	0	0	15.9957	6.7030E+11	1.1239E-02	3.8570E-02
11	0	0	16.0599	6.4820E+11	5.4040E-03	3.7600E-02
11	0	0	15.9410	1.9150E+12	1.7518E-02	3.6480E-02
11	0	0	16.0886	6.1320E+11	8.9501E-03	3.5700E-02
11	0	0	16.1466	5.9100E+11	4.6495E-02	3.4650E-02
11	0	0	15.9957	8.3500E+11	1.1862E-02	3.2020E-02
11	0	0	15.6801	5.6500E+11	3.3459E-03	3.1250E-02
11	0	0	15.8675	8.0800E+11	9.1168E-03	3.0500E-02
11	0	0	16.0856	1.5130E+12	2.2882E-02	2.9350E-02
11	0	0	16.3747	1.3400E+12	5.7709E-02	2.6950E-02
11	0	0	15.8511	4.5630E+11	5.5480E-03	2.5800E-02
11	0	0	16.0510	6.2350E+11	6.1779E-03	2.4080E-02
11	0	0	16.1185	4.0050E+11	6.5100E-03	2.3400E-02
11	0	0	16.0431	5.8950E+11	8.5572E-03	2.2740E-02
11	0	0	14.5716	1.3920E+12	6.0419E-03	2.2170E-02
11	0	0	15.8938	3.3080E+11	3.9745E-03	1.8800E-02
11	0	0	15.9663	4.6820E+11	1.1321E-02	1.7900E-02
11	0	0	16.1974	2.9150E+11	3.2084E-02	1.7200E-02
11	0	0	15.7479	2.9370E+11	7.6557E-03	1.6380E-02
11	0	0	15.6002	2.8920E+11	2.2900E-03	1.5820E-02
11	0	0	15.7718	4.2080E+11	3.9137E-03	1.5700E-02
11	0	0	15.9103	2.5530E+11	4.1897E-03	1.4530E-02
11	0	0	16.2829	2.4000E+11	1.4670E-02	1.4310E-02
11	0	0	15.8825	7.5150E+11	9.9587E-03	1.4210E-02
11	0	0	16.4671	2.2380E+11	3.5672E-02	1.3650E-02
11	0	0	16.3143	3.0880E+11	1.5013E-02	1.2310E-02
11	0	0	15.7312	3.2350E+11	5.2090E-03	1.2000E-02
11	0	0	16.0019	5.7050E+11	1.0287E-02	1.0950E-02
11	0	0	15.9138	2.8820E+11	3.4829E-03	1.0940E-02
11	0	0	16.0206	1.8230E+11	2.7874E-03	1.0520E-02
11	0	0	15.7950	2.7880E+11	2.4101E-03	1.0430E-02
11	0	0	16.1202	2.6400E+11	2.4566E-03	1.0280E-02
11	0	0	16.0449	1.7630E+11	2.1923E-03	1.0210E-02
11	0	0	16.0308	1.6830E+11	2.4714E-03	9.7280E-03
11	0	0	15.7979	5.0400E+11	4.0677E-03	9.4280E-03
11	0	0	15.8540	1.5260E+11	1.2030E-03	8.6270E-03
11	0	0	16.2736	1.3820E+11	1.0918E-02	8.2330E-03
11	0	0	16.0240	3.9180E+11	1.1392E-02	7.5420E-03
11	0	0	15.9400	1.2880E+11	3.2428E-03	7.3600E-03
11	0	0	16.1650	1.7910E+11	1.0744E-02	7.0180E-03
11	0	0	15.8316	1.2030E+11	2.7082E-03	6.7830E-03
11	0	0	15.7495	1.7490E+11	2.2966E-03	6.5020E-03
11	0	0	15.6897	1.7010E+11	2.2762E-03	6.2800E-03
11	0	0	15.7758	1.0800E+11	7.3216E-04	6.0450E-03
11	0	0	15.8903	3.1850E+11	3.2721E-03	6.0300E-03
11	0	0	16.3584	2.9500E+11	3.5803E-03	5.9180E-03
11	0	0	16.1300	9.7120E+10	4.9157E-03	5.6830E-03
11	0	0	16.4360	8.7750E+10	7.6787E-03	5.3320E-03
11	0	0	15.9818	1.3600E+11	1.5918E-03	5.2080E-03
11	0	0	16.3977	1.2570E+11	8.0393E-03	5.0670E-03
11	0	0	15.9299	1.3190E+11	2.5443E-03	5.0200E-03
11	0	0	16.2431	8.2100E+10	5.9743E-03	4.8700E-03
11	0	0	15.7133	7.4620E+10	7.4924E-04	4.1430E-03
11	0	0	16.5778	6.2820E+10	1.0775E-01	3.8830E-03
11	0	0	15.7607	1.9460E+11	1.3403E-03	3.6250E-03
11	0	0	16.6859	5.3000E+10	1.1392E-04	3.3180E-03
11	0	0	16.4955	8.0600E+10	5.7734E-03	3.2880E-03
11	0	0	15.4712	6.0400E+10	3.8827E-04	3.2530E-03
11	0	0	15.6185	5.2900E+10	3.4608E-04	2.9030E-03
11	0	0	15.6789	1.5410E+11	8.3228E-04	2.8400E-03
11	0	0	15.7105	7.6200E+10	5.4711E-04	2.8200E-03
11	0	0	16.3321	1.3940E+11	5.7713E-04	2.7850E-03
11	0	0	16.4505	6.4050E+10	4.5664E-04	2.5970E-03
11	0	0	16.2105	4.3350E+10	2.1362E-03	2.5630E-03
11	0	0	16.5199	6.0820E+10	2.6869E-04	2.4890E-03
11	0	0	15.9263	6.5180E+10	1.9820E-03	2.4780E-03
11	0	0	16.6127	1.1140E+11	2.8688E-04	2.3040E-03
11	0	0	16.0355	1.1120E+11	1.5522E-03	2.1430E-03
11	0	0	16.2295	3.5850E+10	7.1731E-03	2.1230E-03
11	0	0	16.4612	3.4750E+10	1.7509E-02	2.1170E-03
11	0	0	15.8629	1.0720E+11	1.2825E-03	2.0210E-03
11	0	0	16.4995	9.2050E+10	8.5058E-03	1.8780E-03
11	0	0	16.1566	4.5420E+10	3.0189E-03	1.7780E-03
11	0	0	16.2295	4.4300E+10	2.7697E-03	1.7490E-03
11	0	0	16.1599	7.8700E+10	3.7407E-03	1.5410E-03
11	0	0	15.6405	8.2550E+10	6.3265E-04	1.5140E-03
11	0	0	16.5973	3.6080E+10	2.9669E-02	1.4900E-03
11	0	0	15.9158	2.5780E+10	4.0781E-04	1.4690E-03
11	0	0	16.5095	2.3180E+10	1.1480E-02	1.4210E-03
11	0	0	16.4862	3.4850E+10	2.0628E-03	1.4210E-03
11	0	0	16.4444	3.3920E+10	1.7321E-04	1.3750E-03
11	0	0	16.2891	3.1750E+10	1.4431E-03	1.2630E-03
11	0	0	15.6520	2.2870E+10	1.7576E-04	1.2600E-03
11	0	0	15.8222	6.4600E+10	3.6733E-04	1.2120E-03
11	0	0	16.5341	1.8220E+10	3.4198E-04	1.1200E-03
11	0	0	16.6969	2.5300E+10	1.2110E-04	1.0570E-03
11	0	0	15.7542	5.4800E+10	6.8979E-04	1.0200E-03
11	0	0	16.1353	4.8560E+10	3.2970E-03	9.4750E-04
11	0	0	16.0259	2.4500E+10	2.1026E-04	9.4320E-04
11	0	0	15.5198	2.3280E+10	1.5344E-04	8.4080E-04
11	0	0	15.9544	2.1570E+10	2.5553E-04	8.2320E-04
11	0	0	16.2741	1.8800E+10	1.9859E-03	7.4620E-04
11	0	0	15.6555	1.8340E+10	1.7598E-04	6.7400E-04
11	0	0	15.8090	1.7900E+10	1.2666E-04	6.7100E-04
11	0	0	16.2695	1.5670E+10	1.5552E-03	6.2180E-04
11	0	0	16.7382	7.6680E+09	9.1901E-05	4.8330E-04
11	0	0	15.7051	1.2850E+10	9.3718E-05	4.7520E-04
11	0	0	16.0796	1.2140E+10	2.8277E-04	4.7070E-04
11	0	0	16.4063	1.1510E+10	1.5420E-03	4.6450E-04
11	0	0	15.8634	7.0330E+09	6.1689E-05	3.9800E-04
11	0	0	16.1258	9.4900E+09	1.2202E-03	3.7000E-04
11	0	0	16.6401	8.5280E+09	4.1336E-05	3.5400E-04
11	0	0	16.4567	8.6580E+09	1.4412E-03	3.5150E-04
11	0	0	15.4650	9.4950E+09	9.7495E-05	3.4050E-04
11	0	0	15.5431	1.8660E+10	8.1871E-05	3.3800E-04
11	0	0	16.4339	8.2920E+09	5.0962E-05	3.3580E-04
11	0	0	14.4845	6.5670E+09	2.7626E-05	3.0980E-04
11	0	0	15.8963	1.4400E+10	1.8768E-04	2.7270E-04
11	0	0	15.6113	7.3250E+09	8.9704E-05	2.6770E-04
11	0	0	16.2573	1.3020E+10	1.2222E-03	2.5800E-04
11	0	0	15.7018	1.1360E+10	1.4873E-04	2.1010E-04
11	0	0	15.8206	5.4480E+09	2.9851E-05	2.0440E-04
11	0	0	16.4436	8.6400E+09	2.3524E-04	1.7510E-04
11	0	0	16.4147	2.7850E+09	3.7585E-04	1.6880E-04
11	0	0	16.1860	2.6930E+09	1.1978E-04	1.5870E-04
11	0	0	16.4751	7.5350E+09	1.7694E-03	1.5330E-04
11	0	0	15.8988	2.9100E+09	2.5064E-05	1.1020E-04
11	0	0	16.2765	5.0950E+09	6.5826E-04	1.0120E-04
11	0	0	16.2018	2.4630E+09	2.9896E-04	9.6950E-05
11	0	0	16.7695	2.2200E+09	5.8112E-05	9.3600E-05
11	0	0	16.2535	2.0770E+09	2.9658E-05	8.2270E-05
11	0	0	16.2407	1.4030E+09	1.6930E-05	5.5470E-05
11	0	0	15.6400	1.3590E+09	6.7611E-06	4.9850E-05
11	0	0	15.4891	2.4080E+09	1.9529E-05	4.3300E-05
11	0	0	15.7260	2.2130E+09	1.9160E-05	4.1030E-05
11	0	0	15.8782	8.4100E+08	1.4237E-05	3.1800E-05
11	0	0	14.4796	8.3680E+08	3.4693E-06	2.6300E-05
11	0	0	16.3775	3.3920E+08	6.7646E-05	2.0460E-05
11	0	0	14.5179	3.9650E+08	1.5042E-06	1.2530E-05
11	0	0	16.2408	6.2800E+08	8.2974E-05	1.2420E-05
11	0	0	16.4011	1.2170E+08	4.3745E-06	7.3630E-06
11	0	0	16.2191	7.5950E+07	1.1537E-05	4.4920E-06
11	0	0	16.4588	2.1880E+08	1.8685E-06	4.4430E-06
11	0	0	16.7578	2.0130E+08	3.2105E-06	4.2370E-06
11	0	0	16.4920	1.6000E+08	2.1237E-06	3.2600E-06
11	0	0	16.3957	5.1770E+07	1.5678E-07	3.1300E-06
11	0	0	16.1993	1.3360E+08	5.1984E-07	2.6270E-06
11	0	0	15.8903	6.5200E+07	6.2392E-07	2.4680E-06
11	0	0	16.2528	4.1350E+07	2.1775E-06	2.4570E-06
11	0	0	14.3722	4.5460E+07	1.8631E-07	7.0400E-07
11	0	0	14.4905	2.7010E+07	1.0120E-07	4.2530E-07
11	0	0	15.9327	1.5910E+06	7.2252E-08	9.0850E-08
12	0	0	15.8485	6.2000E+12	2.8118E-02	7.0030E-01
12	0	0	15.7336	3.0410E+12	2.2909E-02	3.3850E-01
12	0	0	15.8081	2.8110E+12	2.0805E-02	3.1590E-01
12	0	0	15.9021	1.9540E+12	1.3707E-02	2.2230E-01
12	0	0	15.7948	1.3720E+12	1.0589E-02	1.5400E-01
12	0	0	16.1530	1.1410E+12	2.3511E-02	1.3390E-01
12	0	0	15.7671	1.1810E+12	4.6077E-02	1.3200E-01
12	0	0	15.5866	1.1030E+12	8.0568E-03	1.2050E-01
12	0	0	14.4620	1.1560E+12	5.5509E-03	1.0870E-01
12	0	0	15.8230	8.8030E+11	1.0419E-02	9.9130E-02
12	0	0	15.6290	8.5830E+11	9.3073E-03	9.4290E-02
12	0	0	15.7442	8.2630E+11	1.1846E-02	9.2130E-02
12	0	0	14.4382	5.7600E+11	3.0626E-03	5.4010E-02
12	0	0	15.5641	4.2170E+11	3.3893E-03	4.5930E-02
12	0	0	16.3647	2.6570E+11	1.7201E-03	3.2010E-02
12	0	0	15.6819	2.2550E+11	2.5841E-03	2.4950E-02
12	0	0	16.2477	1.7110E+11	8.3014E-03	2.0320E-02
12	0	0	16.1847	1.3720E+11	1.0791E-03	1.6170E-02
12	0	0	15.9654	1.3430E+11	7.9924E-04	1.5390E-02
12	0	0	14.3552	1.6060E+11	8.4901E-04	1.4890E-02
12	0	0	16.0923	1.2750E+11	3.3423E-03	1.4850E-02
12	0	0	16.2499	1.0970E+11	5.4738E-04	1.3030E-02
12	0	0	15.6495	1.1660E+11	5.5361E-04	1.2840E-02
12	0	0	16.2723	7.8730E+10	5.3096E-04	9.3760E-03
